City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,vila franca do campo,37.7167,37.7167,18.27,99,78,3.5,PT,1715621371
281,udayagiri,20.1333,20.1333,23.37,73,98,1.59,IN,1715621371
282,geraldton,-28.7667,-28.7667,18.23,72,40,1.54,AU,1715621271
283,masuguru,-11.3667,-11.3667,25.8,64,50,1.4,TZ,1715621371
284,angaur state,6.906,6.906,28.9,77,49,4.96,PW,1715621371
285,dogondoutchi,13.6393,13.6393,36.36,33,99,1.79,NE,1715621371
286,deir ez-zor,35.3359,35.3359,23.73,35,89,6.8,SY,1715621371
287,roccella ionica,38.322,38.322,19.25,79,65,3.3,IT,1715621371
288,whakatane,-37.9585,-37.9585,7.1,99,41,2.19,NZ,1715621371
289,nema,57.5067,57.5067,-0.45,86,62,2.63,RU,1715621371
290,lorengau,-2.0226,-2.0226,27.43,86,100,2.62,PG,1715621372
291,cuatro cienegas de carranza,26.9833,26.9833,33.05,6,0,3.89,MX,1715621372
292,karratha,-20.7377,-20.7377,24.41,73,0,2.75,AU,1715621372
293,dalnegorsk,44.5604,44.5604,6.49,80,27,0.98,RU,1715621372
294,dampit,-8.2116,-8.2116,21.58,99,98,0.88,ID,1715621372
295,novyy urgal,51.0736,51.0736,6.84,71,100,1.64,RU,1715621372
296,kyshtovka,56.555,56.555,18.52,51,100,1.34,RU,1715621372
297,remire-montjoly,4.9167,4.9167,27.02,94,100,3.6,GF,1715621372
298,vallenar,-28.5708,-28.5708,22.12,23,38,2.09,CL,1715621372
299,bukittinggi,-0.3091,-0.3091,20.43,99,100,1.24,ID,1715621372
300,svetlogorsk,52.6333,52.6333,7.47,72,71,2.5,BY,1715621373
301,brezina,33.0989,33.0989,29.88,18,85,8.42,DZ,1715621373
302,villiers,-27.0303,-27.0303,19.13,34,35,0.32,ZA,1715621373
303,sidi khaled,34.387,34.387,27.8,31,100,4.93,DZ,1715621373
304,vangaindrano,-23.35,-23.35,21.73,85,4,1.67,MG,1715621373
305,kununurra,-15.7667,-15.7667,24.99,57,14,3.6,AU,1715621373
306,cabedelo,-6.9811,-6.9811,31.37,76,100,4.13,BR,1715621373
307,cacoal,-11.4386,-11.4386,31.75,61,66,1.03,BR,1715621373
308,manokwari,-0.8667,-0.8667,26.01,85,100,1.66,ID,1715621373
309,luorong,24.4058,24.4058,20.75,72,9,1.68,CN,1715621374
310,bayevo,53.2833,53.2833,14.82,44,0,3.65,RU,1715621374
311,fisterra,42.9049,42.9049,14.86,80,25,8.26,ES,1715621374
312,qoryooley,1.7878,1.7878,27.26,83,96,6.65,SO,1715621374
313,camayenne,9.535,9.535,32.05,55,0,6.17,GN,1715621374
314,vilyuchinsk,52.9306,52.9306,4.58,99,100,0.8,RU,1715621374
315,malmberget,67.1753,67.1753,13.31,51,0,1.03,SE,1715621374
316,turpan,42.9333,42.9333,32.67,20,100,1.53,CN,1715621374
317,taoudenni,22.6783,22.6783,43.25,6,7,4.69,ML,1715621374
318,stjordalshalsen,63.4681,63.4681,21.0,46,0,4.63,NO,1715621374
319,temirgoyevskaya,45.1141,45.1141,11.86,70,100,3.91,RU,1715621375
320,gadzhiyevo,69.2551,69.2551,0.78,97,93,1.96,RU,1715621375
321,koh kong,11.6175,11.6175,27.35,86,100,1.6,KH,1715621375
322,vize,41.5725,41.5725,12.02,84,10,3.19,TR,1715621375
323,robertsport,6.7533,6.7533,29.31,75,29,4.2,LR,1715621375
324,praia da vitoria,38.7333,38.7333,20.14,73,40,5.07,PT,1715621375
325,chinchilla,-26.75,-26.75,13.16,78,17,2.93,AU,1715621375
326,pervomayskoye,43.919,43.919,8.62,78,100,3.89,RU,1715621375
327,usogorsk,63.4106,63.4106,0.37,87,100,2.61,RU,1715621376
328,lianzhou,24.7811,24.7811,18.37,82,2,0.97,CN,1715621376
329,valle vista,33.7478,33.7478,31.03,53,2,3.14,US,1715621376
330,kailua-kona,19.6406,19.6406,25.98,79,0,4.12,US,1715621376
331,antonio enes,-16.2325,-16.2325,25.64,65,21,4.19,MZ,1715621376
332,mujiayingzi,42.1167,42.1167,16.6,46,86,2.55,CN,1715621376
333,magadan,59.5667,59.5667,3.63,98,100,3.79,RU,1715621376
334,isangel,-19.55,-19.55,24.09,84,90,5.54,VU,1715621376
335,mahina,-17.5065,-17.5065,26.87,78,20,1.54,PF,1715621376
336,kiunga,-6.1219,-6.1219,22.73,100,100,0.77,PG,1715621376
337,port augusta,-32.5,-32.5,14.68,60,100,3.4,AU,1715621377
338,chonchi,-42.6128,-42.6128,9.56,67,70,1.89,CL,1715621377
339,kavaratti,10.5669,10.5669,30.03,71,70,2.84,IN,1715621377
340,mekhe,15.1097,15.1097,32.31,29,1,7.62,SN,1715621377
341,katsuren-haebaru,26.3369,26.3369,22.01,84,100,2.57,JP,1715621377
342,hermanus,-34.4187,-34.4187,16.0,72,26,4.83,ZA,1715621377
343,jinghong,21.991,21.991,22.54,76,47,0.78,CN,1715621377
344,arraial do cabo,-22.9661,-22.9661,34.98,38,0,3.09,BR,1715621377
345,haiku-pauwela,20.9219,20.9219,25.58,85,0,2.06,US,1715621377
346,ziway,7.9333,7.9333,24.57,48,95,5.04,ET,1715621378
347,rio grande,-32.035,-32.035,18.06,70,63,9.79,BR,1715621362
348,brisas de zicatela,15.8369,15.8369,30.29,58,75,2.57,MX,1715621378
349,sudden valley,48.7229,48.7229,14.12,80,75,4.12,US,1715621378
350,urangan,-25.3,-25.3,15.67,75,0,2.24,AU,1715621378
351,bel ombre,-4.6167,-4.6167,28.91,79,20,1.03,SC,1715621378
352,inirida,3.8653,3.8653,33.68,52,100,0.77,CO,1715621378
353,ndele,8.4109,8.4109,27.12,56,88,0.19,CF,1715621378
354,ulladulla,-35.35,-35.35,12.69,85,2,1.89,AU,1715621378
355,kapa'a,22.0752,22.0752,25.1,89,40,4.12,US,1715621378
356,sao vicente,-23.9631,-23.9631,35.15,21,0,6.17,BR,1715621324
357,chenaran,36.6455,36.6455,25.19,28,91,1.29,IR,1715621379
358,sittwe,20.15,20.15,28.65,73,0,3.4,MM,1715621379
359,pangai,-19.8,-19.8,25.06,73,20,9.77,TO,1715621178
360,korla,41.7597,41.7597,27.78,16,100,8.69,CN,1715621379
361,hastings,50.8552,50.8552,19.55,87,83,1.82,GB,1715621379
362,ringkobing,56.0901,56.0901,16.79,69,48,8.37,DK,1715621379
363,baukau,51.5526,51.5526,25.72,57,23,3.71,DE,1715621379
364,nuku'alofa,-21.1333,-21.1333,23.19,73,75,6.17,TO,1715621379
365,svetlyy,54.675,54.675,15.2,72,14,2.81,RU,1715621380
366,la sarre,48.8002,48.8002,11.42,78,99,4.17,CA,1715621148
367,barlinek,52.9946,52.9946,19.77,56,4,4.81,PL,1715621380
368,ambon,-3.6954,-3.6954,26.6,95,40,1.03,ID,1715621380
369,mossel bay,-34.1831,-34.1831,14.96,87,2,5.26,ZA,1715621380
370,i-n-salah,27.1935,27.1935,37.97,9,2,4.83,DZ,1715621380
371,usinsk,65.9939,65.9939,-1.07,82,100,6.71,RU,1715621380
372,hithadhoo,-0.6,-0.6,29.11,76,100,3.45,MV,1715621380
373,la'ie,21.6477,21.6477,24.69,86,6,2.68,US,1715621380
374,westport,41.1415,41.1415,20.86,59,0,7.2,US,1715621122
375,hengshui,37.7322,37.7322,23.59,29,0,5.35,CN,1715621381
376,dunedin,-45.8742,-45.8742,6.56,98,9,1.34,NZ,1715621381
377,ujae,8.9322,8.9322,28.14,80,100,7.95,MH,1715621381
378,naze,28.3667,28.3667,18.51,71,94,2.78,JP,1715621343
379,tchintabaraden,15.8969,15.8969,39.85,16,99,1.39,NE,1715621381
380,heunghae,36.1125,36.1125,12.34,68,0,2.89,KR,1715621381
381,puerto cabezas,14.0351,14.0351,32.98,70,40,3.09,NI,1715621381
382,selfoss,63.9331,63.9331,7.8,61,95,4.56,IS,1715621381
383,cadale,2.7603,2.7603,28.5,79,43,7.66,SO,1715621382
384,palmares do sul,-30.2578,-30.2578,17.38,76,99,7.75,BR,1715621382
385,zapala,-38.8992,-38.8992,2.03,74,93,5.1,AR,1715621373
386,cidreira,-30.1811,-30.1811,17.91,77,93,8.25,BR,1715621382
387,bandarbeyla,9.4942,9.4942,29.4,75,30,5.39,SO,1715621382
388,santa lucia,27.9117,27.9117,19.62,57,20,12.35,ES,1715621383
389,vakarai,55.6035,55.6035,16.29,73,51,1.61,LT,1715621383
390,mejit,10.2753,10.2753,27.54,80,100,8.51,MH,1715621383
391,bereeda,11.8704,11.8704,29.79,70,70,5.48,SO,1715621383
392,merizo village,13.2658,13.2658,27.21,90,96,5.46,GU,1715621383
393,qarauyl,48.9451,48.9451,13.71,40,75,1.95,KZ,1715621383
394,minas de marcona,-15.2119,-15.2119,19.11,54,14,6.82,PE,1715621384
395,nogliki,51.8333,51.8333,1.3,88,97,2.68,RU,1715621384
396,tyukalinsk,55.8732,55.8732,18.26,48,98,9.57,RU,1715621384
397,concepcion,-36.827,-36.827,10.89,62,0,3.09,CL,1715621210
398,palmer,42.1584,42.1584,21.58,41,40,2.57,US,1715621384
399,george town,5.4112,5.4112,28.97,79,20,1.54,MY,1715621168
400,lethbridge,49.7,49.7,22.27,55,75,1.03,CA,1715621384
401,nieuw amsterdam,5.8833,5.8833,32.01,62,40,6.17,SR,1715621384
402,altai,46.3722,46.3722,11.57,41,93,1.33,MN,1715621384
403,carbonear,47.7332,47.7332,14.91,75,97,1.37,CA,1715621281
404,wenchang,30.904,30.904,15.48,67,0,2.25,CN,1715621385
405,amga,60.8953,60.8953,1.87,81,100,0.46,RU,1715621385
406,grand falls-windsor,48.9332,48.9332,11.68,59,100,1.18,CA,1715621385
407,taksimo,56.3444,56.3444,1.0,71,59,2.38,RU,1715621385
408,saint-philippe,-21.3585,-21.3585,22.77,76,35,4.84,RE,1715621385
409,nagqu,31.5,31.5,2.03,91,100,1.28,CN,1715621385
410,ornskoldsvik,63.2909,63.2909,18.53,52,0,3.6,SE,1715621385
411,mili,6.0815,6.0815,27.83,84,79,6.65,MH,1715621385
412,rabo de peixe,37.8,37.8,17.77,99,40,5.14,PT,1715621386
413,djambala,-2.5447,-2.5447,27.5,62,98,1.51,CG,1715621386
414,puerto santa,-8.9906,-8.9906,21.06,79,72,4.2,PE,1715621386
415,lensk,60.7253,60.7253,1.91,81,62,2.09,RU,1715621386
416,twin falls,42.3505,42.3505,17.94,59,100,7.72,US,1715621386
417,nalut,30.3333,30.3333,32.48,12,6,2.37,LY,1715621386
418,purcell,35.0137,35.0137,20.73,84,100,3.0,US,1715621386
419,qiqihar,47.3408,47.3408,11.53,69,99,8.05,CN,1715621296
420,kijang,35.2442,35.2442,10.85,70,0,1.5,KR,1715621387
421,kargasok,59.0556,59.0556,11.09,82,100,4.47,RU,1715621387
422,port blair,11.6667,11.6667,28.54,79,100,1.86,IN,1715621387
423,chibougamau,49.9168,49.9168,9.79,93,100,6.69,CA,1715621387
424,khovd,48.0056,48.0056,13.48,44,33,0.79,MN,1715621387
425,kristiansund,63.1115,63.1115,18.36,55,0,1.54,NO,1715621387
426,nirmal,19.1,19.1,33.0,38,87,1.09,IN,1715621387
427,acarau,-2.8856,-2.8856,29.45,72,45,5.87,BR,1715621387
428,st. paul,44.9444,44.9444,20.82,42,0,5.14,US,1715621264
429,puerto padre,21.195,21.195,33.68,39,69,4.98,CU,1715621388
430,bossangoa,6.4926,6.4926,26.44,67,92,2.76,CF,1715621388
431,fonte boa,-2.4959,-2.4959,31.43,60,100,1.36,BR,1715621388
432,comonfort,20.7167,20.7167,29.56,17,36,4.28,MX,1715621388
433,cole harbour,44.6724,44.6724,15.66,71,20,6.17,CA,1715621388
434,egilsstadir,65.2653,65.2653,6.95,76,100,0.51,IS,1715621388
435,tsiombe,-25.3,-25.3,22.31,88,1,5.12,MG,1715621388
436,ende,-8.8432,-8.8432,21.67,91,10,0.72,ID,1715621388
437,twon-brass,4.3151,4.3151,27.4,82,100,5.34,NG,1715621388
438,mount pearl,47.5166,47.5166,14.19,70,75,4.12,CA,1715621389
439,tamanrasset,22.785,22.785,33.95,8,20,5.14,DZ,1715621389
440,noyabrsk,63.1994,63.1994,1.24,80,95,12.07,RU,1715621389
441,jiazi,22.8779,22.8779,21.26,62,99,8.43,CN,1715621389
442,tutoia,-2.7619,-2.7619,28.75,82,76,4.67,BR,1715621389
443,jinchang,38.4953,38.4953,24.67,17,48,4.14,CN,1715621389
444,kencong,-8.2833,-8.2833,24.1,93,91,0.24,ID,1715621114
445,junction city,39.0286,39.0286,16.92,92,100,4.12,US,1715621347
446,birao,10.2849,10.2849,35.57,20,60,1.53,CF,1715621389
447,san salvador de jujuy,-24.1946,-24.1946,6.74,88,100,2.03,AR,1715621195
448,spring creek,40.7266,40.7266,20.95,35,5,1.34,US,1715621371
449,juegang,32.3174,32.3174,14.01,66,0,3.68,CN,1715621390
450,cabo san lucas,22.8909,22.8909,31.61,58,0,2.68,MX,1715621111
451,fort bragg,35.139,35.139,26.57,44,75,3.09,US,1715621390
452,mitsamiouli,-11.3847,-11.3847,28.01,76,42,4.19,KM,1715621390
453,manaquiri,-3.3167,-3.3167,29.27,74,97,1.62,BR,1715621390
454,port lincoln,-34.7333,-34.7333,14.17,83,100,3.09,AU,1715621390
455,bekovo,52.4663,52.4663,6.24,62,95,1.48,RU,1715621391
456,la passe,45.5549,45.5549,23.13,85,100,5.48,FR,1715621391
457,hotan,37.0997,37.0997,23.65,15,93,5.41,CN,1715621391
458,alofi,-19.0595,-19.0595,24.94,83,75,7.72,NU,1715621391
459,kuusamo,65.9667,65.9667,9.02,71,100,1.54,FI,1715621391
460,worland,44.0169,44.0169,24.26,40,20,0.0,US,1715621391
461,barcelos,41.5388,41.5388,16.08,69,87,5.05,PT,1715621391
462,terenos,-20.4422,-20.4422,30.84,54,75,6.17,BR,1715621391
463,mount isa,-20.7333,-20.7333,17.87,45,0,5.14,AU,1715621391
464,balqash,46.8481,46.8481,17.93,31,57,2.08,KZ,1715621392
465,yatou,37.15,37.15,12.94,73,9,3.44,CN,1715621392
466,yeed,4.55,4.55,30.6,53,100,6.79,SO,1715621123
467,bikin,46.8161,46.8161,7.71,85,76,2.07,RU,1715621392
468,sinazongwe,-17.2614,-17.2614,24.69,52,3,1.33,ZM,1715621392
469,puerto ayacucho,5.6639,5.6639,30.42,67,93,2.51,VE,1715621392
470,vadso,70.0744,70.0744,7.49,81,75,3.09,NO,1715621392
471,richards bay,-28.783,-28.783,20.2,90,51,1.97,ZA,1715621392
472,dabat,12.9842,12.9842,20.76,43,94,2.68,ET,1715621392
473,carutapera,-1.195,-1.195,29.92,68,28,3.88,BR,1715621393
474,werlte,52.85,52.85,23.36,71,46,7.15,DE,1715621393
475,turochak,52.2576,52.2576,11.4,80,53,1.13,RU,1715621393
